Time_s,Range_km,Altitude_m,Speed_mps,Mach,FlightPath_deg,Alpha_deg,DynamicPressure_kPa,LiftLoad_g,CL,CD
19.4003873683694,39.116280992263,14448.0930209681,1861.93241080921,6.31014880144485,17.7296097072598,9.04014146879187e-24,368.135842691246,7.3837862186942e-24,7.51697808542714e-25,0.120603024297495
21.5124147181382,42.8297378441846,15617.6383427102,1833.53995923187,6.21392587023065,17.1530315172538,-7.72432729933664e-34,297.128458667632,0,0,0.143428
23.7161243049309,46.6598372032585,16780.4735686852,1808.31892281057,6.12845096694138,16.5398394545307,3.08983014340478e-16,240.814772928361,1.66878320919096e-16,2.59710237535505e-17,0.12376850340427
26.0081181682927,50.6034664321281,17930.5944389152,1785.84834286383,6.05229744907169,15.8908170923068,4.45201542583653e-24,196.104037211711,1.9668653059877e-24,3.75889642196276e-25,0.125095224608089
28.3848622198134,54.6572506663171,19061.9258647064,1765.75811441967,5.98421101897266,15.2068628068183,7.55789954732229e-24,160.557817463012,2.74472834609864e-24,6.40678551621428e-25,0.126281403697798
30.8426916924353,58.8174931414893,20168.3472593052,1747.72933100526,5.92168208789838,14.4889787531693,3.00886265364106e-24,132.191545973696,9.02943299377459e-25,2.55993578529254e-25,0.127370761891997
33.3778167912587,63.0801584778047,21243.7325843273,1731.50544146898,5.85230637824994,13.7382672372429,1.60269551052763e-16,109.14758102671,3.98725751026812e-17,1.36909140227999e-17,0.128579402380256
35.9863285371307,67.4408750504346,22281.9966989175,1716.85949007245,5.78911770946955,12.9559305030612,1.93469351046012e-16,90.8890258495372,4.02276676495249e-17,1.65876811348216e-17,0.129680254304858
38.6642047940079,71.894888545222,23277.1303568979,1703.59266428307,5.7314599328954,12.1432604156356,1.57723793521683e-32,76.3809851248878,2.76523057664241e-33,1.3568079157093e-33,0.130684748869074
41.4073164707985,76.4370710004208,24223.2498153296,1691.54426977608,5.67880905371335,11.3016380908057,2.4556866829229e-33,64.8225638615764,3.66493079409213e-34,2.11890676459249e-34,0.131602014935891
44.2114338881217,81.0619465547425,25114.6491877575,1680.58550984218,5.63075056161321,10.4325363000836,3.26165235525732e-34,55.5931933175462,4.18625066294402e-35,2.82212263405543e-35,0.132439273965762
47.0722333001664,85.7637194903578,25945.8512171999,1670.61387792456,5.58695920975304,9.53752165133954,2.09813496607256e-24,48.211571204631,2.34121124032086e-25,1.81995893497453e-25,0.133202192300752
49.9853035615941,90.536302903086,26711.6556596814,1661.54819510298,5.54718130516094,8.61825596838244,1.86004025794975e-24,42.3042081075783,1.82536409558879e-25,1.61710495360719e-25,0.133895189695254
52.9461529292053,95.3733468366725,27407.1847221425,1653.32427376707,5.51121939607327,7.67649640975637,1.67925957233424e-13,37.5813146947434,1.46698071962073e-14,1.46293392347358e-14,0.134521706088077
55.9502159878816,100.268265116766,28027.9251909167,1645.89116273263,5.47891915235985,6.71409398252372,1.27797016466945e-30,33.818319493982,1.00648215199261e-31,1.11538892697161e-31,0.135084430167304
58.9928606901255,105.214260443788,28569.7670237649,1639.20791428959,5.45015818713259,5.73299022303492,2.40962538550052e-25,30.8417225058769,1.73353045496419e-26,2.10651775527239e-26,0.135585494116505
62.0693954983414,110.204347521452,29029.0382725644,1633.2408062615,5.42483654644415,4.73521189985977,2.82517902752635e-16,28.5183028199518,1.88207571086877e-17,2.47335062761739e-17,0.136026639300032
65.1750766188468,115.231374045845,29402.5362763252,1627.96095354477,5.40286860317497,3.72286369574018,2.44501392688738e-16,26.7469361413971,1.52954955177005e-17,2.14319547578764e-17,0.13640935748502
68.305115316458,120.288039654592,29687.5550977775,1623.34224432406,5.38417609883093,2.69811889177503,7.8772043184466e-16,25.4524604822494,4.69428696559959e-17,6.9121338042774e-17,0.136735012064867
71.4546852983731,125.366912708424,29881.9092364219,1619.3595441771,5.36868210829178,1.66320815801564,2.32590033176128e-32,24.5811698890619,1.33980616998549e-33,2.04273344078767e-33,0.137004943203377
74.6189301559653,130.460445110911,29983.9536347762,1615.98710275769,5.35630567944789,0.620406617948156,7.14283782832465e-17,24.0976274014801,4.03642750162139e-18,6.27762176087235e-18,0.137220561221219
77.7929708530133,135.560985047379,29992.6000787009,1613.1971111364,5.34695694751816,-0.427980629486521,9.0702249750801e-17,23.9825780241346,5.10381958217773e-18,7.97575346727471e-18,0.137383431712654
80.9719132488214,140.660787627385,29907.3300586168,1610.95840760667,5.34053269273424,-1.47963416567383,2.75804690864618e-16,24.2318176004415,1.56865173061994e-17,2.42612300119056e-17,0.137495352938082
84.1508556446293,145.752023804069,29728.2041898106,1609.23520397411,5.33691189597038,-2.5322369159956,1.1158783988241e-15,24.855931955217,6.51140280020676e-17,9.81785885346178e-17,0.137558433252369
87.3248963416774,150.826787052485,29455.8683781565,1607.98573943078,5.33595096417386,-3.58349152187029,1.94563946287869e-25,25.8808756488479,1.18220426586332e-26,1.7119293179728e-26,0.137575174285818
90.4891411992696,155.877097509121,29091.5569235152,1607.16102925969,5.33747916127577,-4.63113798980465,3.73182826032799e-17,27.3494162571298,2.3959814305046e-18,3.28327802650859e-18,0.137548550545307
93.6387111811847,160.894904458906,28637.0925760736,1606.70344943392,5.34129337063423,-5.67297133142951,2.98857905810795e-17,29.3235025182113,2.05684155766013e-18,2.62879832310689e-18,0.137482100661267
96.7687498787959,165.872086159824,28094.8839026074,1606.54511058496,5.34715201413354,-6.7068590009993,2.61516688530857e-28,31.887657986207,1.9565846262614e-29,2.29957875127377e-29,0.137380033327103
99.8744309993013,170.800445856371,27467.9211552133,1606.60606163528,5.35476823095962,-7.73075809956581,2.70588122667715e-16,35.1535299379421,2.23083511149674e-17,2.3783228240345e-17,0.137247346136298
102.950965807517,175.671706749216,26759.7688070711,1606.79216662533,5.36380179978589,-8.74273149973415,4.11950112372247e-17,39.2657431507746,3.79163545144899e-18,3.61897037000617e-18,0.137089966311397
105.993610509761,180.477503605701,25974.5566847032,1606.99264182501,5.37384971884338,-9.74096324546916,5.46742426842751e-17,44.4091784632496,5.68822736272481e-18,4.80038954908285e-18,0.136914914814884
108.997673568437,185.209369880822,25116.9709290771,1607.07718850067,5.3844351930887,-10.7237733521132,-5.34845109334143e-33,50.8177193780697,0,0,0.143428
111.958522936049,189.85872484121,24192.2417180238,1606.89269019574,5.39499494084276,-11.6896310109276,8.38654369698446e-18,58.784376817279,1.15357742710546e-18,7.35456692521112e-19,0.136546529805618
114.871593197476,194.416856488848,23206.1319367895,1606.25951821273,5.4048649001313,-12.6371671857344,3.98656215997005e-24,68.6723543618179,6.40235188193507e-25,3.49405612228634e-25,0.136374578664879
117.732392609521,198.874903740149,22164.9251432243,1604.96757106105,5.41326477123343,-13.5651860387947,6.31772884324996e-16,80.9261374138234,1.19509423995523e-16,5.53459204661595e-17,0.136228238910495
120.536510026844,203.223841152346,21075.4111882272,1602.77225636625,5.41928213284322,-14.4726747752444,1.60092739739327e-33,96.0809036168006,3.59428854974216e-34,1.4020003888104e-34,0.136123406442316
123.279621703635,207.454467458182,19944.8707214551,1599.39090836898,5.42038720895356,-15.3588120862323,5.47093998838537e-24,114.704559669775,1.46628923558694e-24,4.79083526600053e-25,0.136104154174681
125.957497960512,211.557426499045,18781.049852399,1594.52775424015,5.40390582326033,-16.2229694101864,2.56758009942337e-29,136.8215488159,8.21601381106843e-30,2.25049955744064e-30,0.136391287382433
128.566009706384,215.52330193492,17592.1107758857,1587.86145019134,5.38131350451694,-17.0646961708481,-2.65362470559551e-33,163.483551008797,0,0,0.143428
131.101134805207,219.342633941121,16386.5993320893,1579.03046768497,5.35138502088637,-17.8837242935939,4.92636408405584e-16,195.320439082878,2.25708018679113e-16,4.33083432356392e-17,0.137306287294458
133.558964277829,223.006004944942,15173.3883418652,1567.65905408759,5.31284693461337,-18.6799591190395,2.75870784970966e-35,232.88610383412,1.51031071708126e-35,2.43049651367491e-36,0.137977684987477
135.93570832935,226.504180110918,13961.5971623682,1553.37423286887,5.26443521624546,-19.4534604713971,3.09260507634701e-34,276.567339602504,2.01616288303595e-34,2.73210255043564e-35,0.138821097807644
138.227702192712,229.82830258066,12760.4834396762,1535.83098874729,5.20498059790135,-20.2044132482181,1.88097818156625e-34,326.47282325326,1.45237845210239e-34,1.6672665442615e-35,0.139856896350229
140.431411779504,232.970146331421,11579.3029129322,1514.74496637985,5.1335193901815,-20.9330857487437,2.70781747944204e-17,382.315113061847,2.4582429328992e-17,2.40977007358817e-18,0.141101869690721
142.543439129273,235.922422712777,10427.1349766803,1490.00530524143,5.00557190437633,-21.6397736598849,8.49032726718734e-14,435.28815153885,8.83841387448856e-14,7.60973900763873e-15,0.143330928139257
144.560527648928,238.67950029503,9312.529807644,1461.58139475839,4.83158641716002,-22.3246303375581,-1.51207704903413e-32,480.421305613401,0,0,0.143428
146.479567134172,241.236431804847,8243.81169185981,1428.99972447445,4.65362227077752,-22.9879285445786,1.88420305512235e-28,521.71465836915,2.40931751252178e-28,1.73074574216777e-29,0.163173955209786
148.297598565214,243.590102391217,7228.5354294941,1392.78200718695,4.47335564990596,-23.6297704667359,1.46171915959973e-33,557.544696551979,2.02234764358827e-33,1.35940354393461e-34,0.173450414465811
150.011818669362,245.740063612745,6273.02660777749,1353.69457277766,4.29301345385317,-24.2498211085951,9.27430564165842e-17,586.737242095917,1.36694972755508e-16,8.7313452495162e-18,0.183731182036193
151.619584243463,247.688584195302,5382.22956105471,1312.68607707517,4.11517456586191,-24.8472043556141,1.66904581736054e-17,608.700299357139,2.5827230125004e-17,1.59018111110959e-18,0.19386924352391
153.118416229536,249.44048230234,4559.65877263005,1270.81085157773,3.94255326496169,-25.4204337545688,4.16927855200043e-16,623.459235322879,6.6841055063132e-16,4.01797756506615e-17,0.203709866024329
154.506003537295,251.002758915677,3807.4553960632,1229.14226604661,3.77777267365795,-25.9673825862025,5.78532239843818e-34,631.587761982195,9.49785973875898e-34,5.63591350156049e-35,0.213103513192781
155.780206607687,252.384084179426,3126.53690336572,1188.69279217135,3.62317217892599,-26.4853043836434,3.32253956861349e-16,634.063742280844,5.531238424609e-16,3.26935238413098e-17,0.221916823595966
156.939060711933,253.594208244564,2516.81222494677,1150.35319712046,3.48067724518788,-26.9709035969518,5.49471346003256e-16,632.093446695029,9.20282477793408e-16,5.45647461296326e-17,0.230040032283574
157.980778980999,254.643368462344,1977.42980178714,1114.85755551086,3.35174335031408,-27.4204530577096,2.27922576609186e-16,626.94629211371,3.81749589058398e-16,2.28202560781351e-17,0.237390166828645
158.90375516082,255.541750721174,1507.02743922571,1082.77350053108,3.23736642637585,-27.8299481706728,2.15823173890823e-14,619.827225609505,3.59972025459089e-14,2.17655866265383e-15,0.243910452131592
159.706566089025,256.299039761623,1103.96071089465,1054.51223813526,3.13814085097155,-28.1952837683495,5.32187286701921e-16,611.796156720852,8.81609589423427e-16,5.40059779225051e-17,0.249567004508665
160.387973889353,256.924071451298,766.496716213543,1030.35148221173,3.05434480969914,-28.5124422079347,6.43030331196012e-16,603.730862217942,1.05669890376397e-15,6.55964223165038e-17,0.254343965433481
160.946927880363,257.425754645443,492.336056762172,1015.21576846415,3.00005357974018,-28.7770732815704,2.86023173346685e-16,601.980415661916,4.70246198238631e-16,2.92762336247783e-17,0.257438945579752
161.382566195517,257.813478757936,278.399460660811,1017.67859321833,3.00002102459917,-28.9842984632634,6.47837210280321e-17,617.566656190805,1.0926782936119e-16,6.63102629203653e-18,0.257440801450675
161.694217112107,258.090959396047,124.199312195634,1019.45271871648,3.00000531706899,-29.1320540822925,-1.42702927514416e-32,629.006025412232,0,0,0.257442
161.881400087009,258.257662271519,31.1200917788702,1020.52374787034,3.0000005093533,-29.220583438721,7.11978278395419e-16,635.995986701,1.23669971019344e-15,7.28756023496722e-17,0.257441970963296
161.943826497643,258.313265704063,-9.89175134763047e-30,1020.88196232437,2.99999999484593,-29.2500711832911,3.54642322563001e-18,638.347497806607,0,0,0.257442
